ID,GENERO,ESTADO_CIVIL,EDAD,GRADO_INSTRUCCION,CONDICION_VIVIENDA,NUMERO_DEPENDIENTES,DPTO_DOMICILIO,ANTIGUEDAD_DOMICILIO,TIPO_TRABAJADOR,TIENE_VEHIVULO,LIQUIDEZDISPONIBLE,ACTIVIDAD_ECONOMICA,DEUDAS_NEGATIVAS,T_D_AC_VEN_MA30_3M,RT_N_ENT_M0_3M,ANTIGUEDAD_LABORAL,UTILIDADOPERATIVA,VENTASNETAS,ENDEUDAMIENTOPATRIMONIAL,MARGENOPERATIVO,CICLOFINANCIERO,SEGMENTO,TARGET
7764,M,S,48,MEDIO/SECUNDARIA,PROPIO,4,PIURA,6,INDEPENDIENTE,False,220,OTRAS ACTIVIDADES,0,0,0,6,850,2200,0.22,38.63,12.46,2,0
7765,F,S,69,PRIMARIA,PROPIO,2,PIURA,3,INDEPENDIENTE,False,190,BODEGAS,0,0,0,6,343,2240,0.22,15.31,33.64,2,0
7766,M,S,59,PRIMARIA,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,310,CULTIVOS AGRICOLAS,0,0,0,6,660,5080,0.22,12.99,10.92,2,0
7767,F,S,22,UNIVERSITRARIO,DE FAMILIAR,0,SAN MARTIN,5,DEPENDIENTE,False,1780,OTRAS ACTIVIDADES,0,0,0,6,2180,12640,0.22,17.24,25.68,2,0
7768,M,S,52,TECNICO,PROPIO,3,PIURA,25,INDEPENDIENTE,False,401,TRANSPORTE,0,0,0,5,1031,2340,0.22,44.05,30,2,0
7769,F,S,23,PRIMARIA,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,1095,BODEGAS,0,0,0,1,760,3780,0.22,20.1,10.53,2,0
7770,M,S,55,UNIVERSITRARIO,PROPIO,3,PIURA,16,INDEPENDIENTE,False,345,OTRAS ACTIVIDADES,0,1,0,6,1090,2600,0.22,41.92,6.52,2,0
7771,F,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,6,INDEPENDIENTE,False,237,OTRAS ACTIVIDADES,0,0,0,1,717,1700,0.22,42.17,30.25,2,0
7772,F,C,46,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,8,INDEPENDIENTE,False,409.09,BODEGAS,0,0,0,7,1385,2800,0.11,49.46,1.93,2,0
7773,F,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,2,INDEPENDIENTE,False,410,VENTA DE PRODUCTOS LACTEOS,0,0,0,2,570,2920,0.22,19.52,24.97,1,0
7774,F,S,37,MEDIO/SECUNDARIA,DE FAMILIAR,1,ICA,16,INDEPENDIENTE,False,571,ABARROTE,0,0,0,2,1466,6600,0.22,22.21,52.93,2,0
7775,F,S,48,PRIMARIA,ALQUILADO,0,PIURA,3,INDEPENDIENTE,False,600,BODEGAS,0,0,0,5,1240,2640,0.22,46.96,1.81,2,0
7776,M,S,28,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,False,1340,VENTA DE PRODUCTOS LACTEOS,0,0,0,7,1470,7900,0.22,18.6,29.12,1,0
7777,M,S,33,MEDIO/SECUNDARIA,PROPIO,2,PIURA,9,INDEPENDIENTE,False,578,VENTA AL POR MAYOR DE ANIMALES,0,0,0,7,608,3168,0.22,19.19,100,2,0
7778,M,S,61,MEDIO/SECUNDARIA,PROPIO,0,ICA,16,INDEPENDIENTE,False,179,LICORERIA,0,0,0,7,1027,4000,0.22,25.67,13.34,2,1
7779,M,S,20,MEDIO/SECUNDARIA,PROPIO,1,HUANCAVELICA,2,INDEPENDIENTE,False,919,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,2,1836,7040,0.22,26.07,129.49,1,0
7780,M,S,55,MEDIO/SECUNDARIA,PROPIO,4,SAN MARTIN,16,INDEPENDIENTE,False,1251,BODEGAS,0,0,0,8,1790,10100,0.15,17.72,51.05,2,0
7781,F,C,49,PRIMARIA,PROPIO,0,LA LIBERTAD,15,INDEPENDIENTE,False,1111,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,2256,14000,0.22,16.11,3.28,3,0
7782,F,C,29,MEDIO/SECUNDARIA,PROPIO,1,CUSCO,5,INDEPENDIENTE,False,4217.58,OTRAS ACTIVIDADES,1,0,1,7,2570,8400,0.44,30.59,111.44,3,0
7783,F,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,2,JUNIN,2,INDEPENDIENTE,False,352,VENTA PERIODICOS REVISTAS,0,0,0,2,1252,3200,0.22,39.12,62.15,2,0
7784,M,S,38,PRIMARIA,PROPIO,2,SAN MARTIN,10,INDEPENDIENTE,False,939,OTRAS ACTIVIDADES,0,1,0,11,1710,2240,0.22,76.33,109.75,2,0
7785,F,S,21,TECNICO,ALQUILADO,1,PUNO,3,INDEPENDIENTE,False,488.98,TRANSPORTE,0,0,0,1,1418.98,3440,0.22,41.24,15.54,1,0
7786,F,S,54,MEDIO/SECUNDARIA,PROPIO,1,JUNIN,5,INDEPENDIENTE,False,282.59,BODEGAS,0,0,0,6,2174.59,8344,0.22,26.06,8.71,2,0
7787,M,S,31,TECNICO,DE FAMILIAR,2,CAJAMARCA,3,INDEPENDIENTE,False,2160,TRANSPORTE,0,1,0,0,2900,13800,0.22,21.01,33.41,1,0
7788,F,S,50,PRIMARIA,PROPIO,1,AYACUCHO,16,INDEPENDIENTE,False,980,TRANSPORTE,0,0,0,5,1840,3920,0.06,46.93,30,3,0
7789,M,S,27,OTRO,PROPIO,1,UCAYALI,2,INDEPENDIENTE,False,518,VENTA DE VERDURAS Y FRUTAS,0,1,0,1,998,18200,0.22,5.48,11.44,3,0
7790,M,S,24,MEDIO/SECUNDARIA,ALQUILADO,0,AMAZONAS,2,INDEPENDIENTE,False,534,TRANSPORTE,0,1,0,5,444,1200,0.22,37,30,1,0
7791,M,S,28,TECNICO,PROPIO,1,TUMBES,9,INDEPENDIENTE,False,498.59,TRANSPORTE,0,0,0,2,773.49,3200,0.14,24.17,9.55,2,0
7792,M,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,1,SAN MARTIN,9,INDEPENDIENTE,False,2122,OTRAS ACTIVIDADES,0,1,0,7,4596,30600,0.22,15.01,55.15,2,0
7793,M,S,29,TECNICO,ALQUILADO,0,CAJAMARCA,1,INDEPENDIENTE,False,690,OTRAS ACTIVIDADES,0,1,0,2,830,4000,0.22,20.75,33.75,1,0
7794,M,S,23,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,6,INDEPENDIENTE,False,975,OTRAS ACTIVIDADES,0,0,0,5,1500,3500,0.22,42.85,30,1,1
7795,F,S,48,MEDIO/SECUNDARIA,PROPIO,1,JUNIN,16,INDEPENDIENTE,False,481.7,VENTA DE COMIDAS,0,0,0,7,831.7,3250,0.22,25.59,1.59,2,0
7796,F,S,31,PRIMARIA,PROPIO,3,CAJAMARCA,11,INDEPENDIENTE,False,330,CRIA DE ANIMALES DOMESTICOS,0,0,0,12,570,1600,0.22,35.62,46.66,1,0
7797,F,S,41,MEDIO/SECUNDARIA,DE FAMILIAR,4,LAMBAYEQUE,1,INDEPENDIENTE,False,530,BAZAR,0,0,1,2,1880,8000,0.22,23.5,5,2,0
7798,F,S,42,MEDIO/SECUNDARIA,PROPIO,2,PASCO,5,INDEPENDIENTE,False,1240,VENTA DE COMIDAS,0,0,0,3,1420,5400,0.22,26.29,3.77,2,0
7799,M,S,38,MEDIO/SECUNDARIA,PROPIO,5,PIURA,16,INDEPENDIENTE,False,518,CRIA DE ANIMALES DOMESTICOS,0,0,0,9,1170,8100,0.22,14.44,27.63,2,0
7800,M,S,58,MEDIO/SECUNDARIA,PROPIO,0,MOQUEGUA,16,INDEPENDIENTE,True,753.17,TRANSPORTE,0,0,0,7,3538.17,5800,0.85,61,30,3,0
7801,F,S,30,MEDIO/SECUNDARIA,PROPIO,4,LORETO,10,INDEPENDIENTE,False,253.4,BODEGAS,0,0,0,7,1025.2,3840,0.22,26.69,6.36,3,0
7802,F,S,32,MEDIO/SECUNDARIA,PROPIO,1,LIMA,3,INDEPENDIENTE,True,5990,OTRAS ACTIVIDADES,0,0,0,7,5290,18096,0.22,29.23,7.71,3,0
7803,M,S,22,TECNICO,DE FAMILIAR,1,SAN MARTIN,0,INDEPENDIENTE,False,440.2,OTRAS ACTIVIDADES,0,0,0,1,1140,1680,0.22,67.85,75,2,0
7804,F,C,67,PRIMARIA,DE FAMILIAR,0,LA LIBERTAD,16,INDEPENDIENTE,False,335,ABARROTE,0,0,0,17,658,2848,0.81,23.1,21.39,3,0
7805,F,C,61,MEDIO/SECUNDARIA,PROPIO,2,TUMBES,32,INDEPENDIENTE,False,832,VENTA DE PRODUCTO AGROPECUARIO,0,1,0,23,1382,2720,0.22,50.8,30,2,0
7806,F,C,57,PRIMARIA,PROPIO,2,PIURA,16,INDEPENDIENTE,False,811,BODEGAS,0,0,0,17,861,6220,0.22,13.84,21.66,2,0
7807,M,S,46,UNIVERSITRARIO,DE FAMILIAR,2,PIURA,26,DEPENDIENTE,False,1015,OTRAS ACTIVIDADES,0,0,0,5,1705,10700,0.22,15.93,30.65,2,0
7808,F,D,31,MEDIO/SECUNDARIA,ALQUILADO,2,APURIMAC,11,INDEPENDIENTE,False,1511,BODEGAS,0,0,0,4,2176,11050,0.22,19.69,43.19,3,0
7809,F,S,26,TECNICO,DE FAMILIAR,1,LAMBAYEQUE,26,INDEPENDIENTE,False,440,VENTA DE PERFUMES,0,0,0,6,550,2000,0.22,27.5,64.28,2,0
7810,F,S,39,TECNICO,DE FAMILIAR,1,LAMBAYEQUE,8,INDEPENDIENTE,False,706,OTRAS ACTIVIDADES,0,0,0,2,856,2380,0.22,35.96,30,2,0
7811,M,C,68,MEDIO/SECUNDARIA,PROPIO,3,PIURA,35,DEPENDIENTE,False,540,BODEGAS,0,0,0,4,1480,5500,0.22,26.9,11.86,2,0
7812,M,S,51,MEDIO/SECUNDARIA,DE FAMILIAR,0,CUSCO,6,INDEPENDIENTE,False,810,TRANSPORTE,0,0,0,7,1350,2040,0.22,66.17,30,3,0
7813,M,S,21,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,3,INDEPENDIENTE,False,558,VENTA DE PRODUCTOS LACTEOS,0,1,0,4,700,4660,0.22,15.02,24.63,1,0
7814,F,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,19,INDEPENDIENTE,False,160,VENTA AL POR MAYOR DE ANIMALES,0,0,0,3,220,800,0.22,27.5,37.5,1,0
7815,M,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,1,SAN MARTIN,16,INDEPENDIENTE,False,1225,TRANSPORTE,0,1,0,6,665,1300,0.22,51.15,30,2,0
7816,M,C,41,MEDIO/SECUNDARIA,DE FAMILIAR,3,LORETO,10,INDEPENDIENTE,False,1207,CRIA DE ANIMALES DOMESTICOS,0,0,0,4,2812,16000,0.22,17.57,14.87,3,1
7817,F,S,28,UNIVERSITRARIO,DE FAMILIAR,1,APURIMAC,6,INDEPENDIENTE,False,3485.36,BODEGAS,0,0,0,0,4045.36,30000,0.22,13.48,61.55,3,0
7818,M,S,22,MEDIO/SECUNDARIA,PROPIO,0,PIURA,6,INDEPENDIENTE,False,285,OTRAS ACTIVIDADES,0,0,0,3,320,2040,0.22,15.68,15,2,0
7819,M,D,46,TECNICO,DE FAMILIAR,1,LAMBAYEQUE,1,INDEPENDIENTE,False,3915,OTRAS ACTIVIDADES,1,1,0,2,5210,12600,0.22,41.34,9.28,2,0
7820,F,S,52,PRIMARIA,PROPIO,4,CAJAMARCA,8,INDEPENDIENTE,False,1813.75,OTRAS ACTIVIDADES,0,0,0,14,2363.75,7575,0.22,31.2,54.75,1,0
7821,M,S,24,MEDIO/SECUNDARIA,ALQUILADO,0,CUSCO,2,INDEPENDIENTE,False,1674,OTRAS ACTIVIDADES,0,0,0,3,2474,7770,0.22,31.84,35.71,3,0
7822,F,S,39,MEDIO/SECUNDARIA,ALQUILADO,1,PIURA,6,INDEPENDIENTE,False,188.8,VENTA PERIODICOS REVISTAS,0,0,0,7,788.8,1800,0.22,43.82,54.61,2,0
7823,F,S,52,MEDIO/SECUNDARIA,DE FAMILIAR,1,ANCASH,26,INDEPENDIENTE,False,820,FERRETERIA,0,0,0,14,2210,9760,0.22,22.64,33.19,3,0
7824,F,C,24,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,421.09,OTRAS ACTIVIDADES,0,1,0,5,1101.09,1750,0.22,62.91,118.49,2,0
7825,M,S,44,MEDIO/SECUNDARIA,PROPIO,3,AMAZONAS,15,INDEPENDIENTE,True,767.5,OTRAS ACTIVIDADES,0,1,0,8,937.5,1400,0.22,66.96,30,1,0
7826,F,S,31,MEDIO/SECUNDARIA,PROPIO,2,LORETO,8,INDEPENDIENTE,False,297,VENTA DE VERDURAS Y FRUTAS,0,0,0,3,1267,2680,0.22,47.27,22.38,3,0
7827,M,S,40,MEDIO/SECUNDARIA,DE FAMILIAR,0,JUNIN,4,INDEPENDIENTE,False,372.21,BODEGAS,0,1,0,5,782.21,9276.04,0.22,8.43,8.6,2,0
7828,F,C,47,MEDIO/SECUNDARIA,DE FAMILIAR,0,AYACUCHO,16,INDEPENDIENTE,False,1200.8,BODEGAS,0,0,0,12,1260.8,7040,0.22,17.9,55.86,3,0
7829,F,C,62,MEDIO/SECUNDARIA,PROPIO,1,LAMBAYEQUE,16,INDEPENDIENTE,False,160,CRIA DE ANIMALES DOMESTICOS,0,0,0,17,640,1550,0.22,41.29,71.42,2,0
7830,F,S,28,TECNICO,DE FAMILIAR,2,LA LIBERTAD,6,INDEPENDIENTE,False,568,OTRAS ACTIVIDADES,0,0,0,7,1118,6860,0.22,16.29,26,3,0
7831,F,S,40,MEDIO/SECUNDARIA,DE FAMILIAR,1,LORETO,3,INDEPENDIENTE,False,985.2,VENTA DE PESCADOS Y MARISCOS,0,0,0,4,1595.2,5040,0.22,31.65,31.09,3,0
7832,M,S,53,OTRO,DE FAMILIAR,1,CUSCO,4,INDEPENDIENTE,False,775,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,4,2590,6000,0.22,43.16,30,3,0
7833,F,S,23,TECNICO,DE FAMILIAR,0,LA LIBERTAD,4,INDEPENDIENTE,False,455,CRIA DE ANIMALES DOMESTICOS,0,0,0,3,1015,1800,0.22,56.38,30,3,0
7834,M,C,58,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,16,INDEPENDIENTE,False,470,VENTA DE PRODUCTOS LACTEOS,0,0,0,12,210,750,0.22,28,30,1,0
7835,M,S,27,UNIVERSITRARIO,DE FAMILIAR,2,SAN MARTIN,8,INDEPENDIENTE,False,364,VENTA DE PERFUMES,0,0,0,5,814,2800,0.22,29.07,34.56,2,0
7836,F,C,29,TECNICO,PROPIO,1,TUMBES,8,INDEPENDIENTE,False,250,CRIA DE ANIMALES DOMESTICOS,0,1,0,7,250,1800,0.22,13.88,14.06,2,1
7837,M,S,34,PRIMARIA,PROPIO,5,PIURA,6,INDEPENDIENTE,False,269,VENTA AL POR MAYOR DE ANIMALES,0,0,0,7,744,3400,0.22,21.88,72.34,2,0
7838,M,S,32,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,7,INDEPENDIENTE,False,909,OTRAS ACTIVIDADES,0,0,0,5,1224,6800,0.22,18,26.05,1,0
7839,F,S,26,MEDIO/SECUNDARIA,ALQUILADO,1,LIMA,4,INDEPENDIENTE,False,683.73,OTRAS ACTIVIDADES,0,1,0,0,768.73,6760,0.22,11.37,74.81,3,0
7840,M,S,29,TECNICO,PROPIO,1,HUANCAVELICA,3,INDEPENDIENTE,False,546.08,CRIA DE ANIMALES DOMESTICOS,0,0,0,3,1024.08,3884,0.22,26.36,52.96,1,0
7841,F,S,28,PRIMARIA,DE FAMILIAR,0,CUSCO,2,INDEPENDIENTE,False,740,VENTA DE ROPA -TEXTILES,0,0,0,2,1310,2000,0.22,65.5,120,3,0
7842,M,S,22,MEDIO/SECUNDARIA,PROPIO,0,PIURA,2,INDEPENDIENTE,False,549,TRANSPORTE,0,0,0,5,953,1440,0.22,66.18,30,2,0
7843,F,C,40,PRIMARIA,DE FAMILIAR,5,SAN MARTIN,11,INDEPENDIENTE,False,1368,VENTA DE COMIDAS,0,0,0,7,2596,11656,0.05,22.27,1.1,2,0
7844,F,C,33,PRIMARIA,DE FAMILIAR,0,SAN MARTIN,26,INDEPENDIENTE,False,482,OTRAS ACTIVIDADES,0,1,0,9,752,5600,0.22,13.42,32.79,2,0
7845,F,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,26,INDEPENDIENTE,False,560,BODEGAS,0,0,0,6,1020,7680,0.22,13.28,7.5,2,1
7846,F,S,39,MEDIO/SECUNDARIA,PROPIO,2,LORETO,3,INDEPENDIENTE,False,332,LICORERIA,0,0,0,4,712,4060,0.22,17.53,11.08,3,0
7847,F,C,51,MEDIO/SECUNDARIA,PROPIO,1,PIURA,26,INDEPENDIENTE,False,1273,VENTA DE COMIDAS,0,0,0,0,1393,4674,0.22,29.8,6.89,2,0
7848,F,S,30,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,4,INDEPENDIENTE,False,1178,VENTA PERIODICOS REVISTAS,0,1,0,4,1770,4800,0.22,36.87,52.08,3,0
7849,M,S,29,PRIMARIA,DE FAMILIAR,3,LAMBAYEQUE,5,INDEPENDIENTE,False,1690,BODEGAS,0,1,0,5,1200,2000,0.22,60,107.14,2,0
7850,M,C,60,MEDIO/SECUNDARIA,PROPIO,0,ANCASH,19,INDEPENDIENTE,False,1124.68,OTRAS ACTIVIDADES,0,1,0,17,1141.26,5000,0.22,22.82,30,3,0
7851,F,S,47,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,11,INDEPENDIENTE,False,768.33,BODEGAS,0,0,0,5,633.33,2800,0.22,22.61,78.67,1,0
7852,M,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,0,PIURA,6,INDEPENDIENTE,False,406.5,CULTIVOS AGRICOLAS,0,0,0,0,471.5,675,0.22,69.85,108,2,0
7853,M,C,62,PRIMARIA,PROPIO,0,AYACUCHO,4,INDEPENDIENTE,False,1694.6,CULTIVOS AGRICOLAS,0,0,0,9,2479.6,6200,0.22,39.99,51.75,3,0
7854,M,S,25,MEDIO/SECUNDARIA,PROPIO,2,LIMA,16,INDEPENDIENTE,False,361.2,OTRAS ACTIVIDADES,0,0,0,5,368,5700,0.22,6.45,17.09,3,0
7855,F,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,0,SAN MARTIN,4,INDEPENDIENTE,False,313.6,BODEGAS,0,0,0,2,593.6,2640,0.22,22.48,37.17,2,0
7856,M,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,16,INDEPENDIENTE,False,254,OTRAS ACTIVIDADES,0,0,0,12,514,860,0.22,59.76,104.43,1,0
7857,M,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,16,INDEPENDIENTE,False,1350,VENTA DE PESCADOS Y MARISCOS,0,1,0,5,2450,28000,0.22,8.75,4.3,2,0
7858,M,S,27,MEDIO/SECUNDARIA,PROPIO,1,LAMBAYEQUE,2,INDEPENDIENTE,False,575,OTRAS ACTIVIDADES,0,0,0,4,1050,4850,0.22,21.64,16.88,2,0
7859,M,D,39,TECNICO,DE FAMILIAR,2,LIMA,16,INDEPENDIENTE,False,1629.05,BODEGAS,0,1,0,7,1619.05,15600,0.22,10.37,68.03,3,0
7860,M,S,21,MEDIO/SECUNDARIA,PROPIO,1,HUANCAVELICA,4,INDEPENDIENTE,False,462.5,OTRAS ACTIVIDADES,0,0,0,3,883.5,2160,0.22,40.9,78.65,1,0
7861,F,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,490,OTRAS ACTIVIDADES,0,1,0,7,1110,2100,0.22,52.85,78.16,2,0
7862,F,C,38,MEDIO/SECUNDARIA,PROPIO,4,LAMBAYEQUE,16,INDEPENDIENTE,False,220.4,OTRAS ACTIVIDADES,0,0,0,17,310.4,840,0.22,36.95,30,2,0
7863,F,C,28,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,26,INDEPENDIENTE,False,347,VENTA DE PERFUMES,0,0,0,2,957,2400,0.22,39.87,23.68,2,0
7864,F,S,34,MEDIO/SECUNDARIA,PROPIO,2,AMAZONAS,16,INDEPENDIENTE,False,400,CRIA DE ANIMALES DOMESTICOS,0,0,0,17,450,3000,0.22,15,45,1,0
7865,M,S,46,PRIMARIA,DE FAMILIAR,2,CAJAMARCA,5,INDEPENDIENTE,False,521,BODEGAS,0,0,0,0,1260,4080,0.29,30.88,42.77,1,0
7866,F,S,57,PRIMARIA,PROPIO,0,UCAYALI,6,INDEPENDIENTE,False,216,LICORERIA,0,0,0,2,906,2592,0.22,34.95,5.24,3,0
7867,F,S,47,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,12,INDEPENDIENTE,False,570,VENTA AL POR MAYOR DE ANIMALES,0,0,0,7,685,8655,0.22,7.91,7.68,1,0
7868,F,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,1,JUNIN,0,INDEPENDIENTE,False,233.89,BODEGAS,0,0,0,1,122.99,2825,0.22,4.35,46.19,2,0
7869,M,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,26,INDEPENDIENTE,False,629,TRANSPORTE,0,1,0,5,804,1590,0.22,50.56,30,1,0
7870,M,S,22,TECNICO,DE FAMILIAR,1,CAJAMARCA,8,INDEPENDIENTE,False,1507.5,TRANSPORTE,0,0,0,3,757.5,5380,0.22,14.07,2.89,1,0
7871,F,C,27,MEDIO/SECUNDARIA,ALQUILADO,1,LAMBAYEQUE,4,INDEPENDIENTE,False,468.4,OTRAS ACTIVIDADES,0,0,0,8,698.4,6720,0.22,10.39,13.93,2,0
7872,F,C,64,MEDIO/SECUNDARIA,PROPIO,0,PIURA,20,INDEPENDIENTE,False,689,BODEGAS,0,0,0,11,1384,5040,0.22,27.46,85.2,2,0
7873,M,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,3,INDEPENDIENTE,False,316.89,ABARROTE,0,1,0,4,1301.89,7328,0.22,17.76,7.43,2,0
7874,F,S,37,TECNICO,ALQUILADO,1,SAN MARTIN,7,INDEPENDIENTE,False,2410,VENTA DE PRODUCTOS FARMACEUTICOS,0,0,0,11,3390,19600,0.22,17.29,204.08,2,0
7875,M,S,33,MEDIO/SECUNDARIA,DE FAMILIAR,2,UCAYALI,6,INDEPENDIENTE,False,310,TRANSPORTE,0,0,0,3,960,1540,0.22,62.33,30,3,0
7876,F,C,66,PRIMARIA,PROPIO,0,PIURA,26,INDEPENDIENTE,False,151.94,BODEGAS,0,0,0,3,220.4,1676,0.83,13.15,8.65,2,0
7877,M,S,30,MEDIO/SECUNDARIA,PROPIO,2,LA LIBERTAD,16,DEPENDIENTE,False,1373,BODEGAS,0,0,0,7,1420,6000,0.22,23.66,128.86,3,0
7878,M,S,33,MEDIO/SECUNDARIA,PROPIO,1,CUSCO,3,INDEPENDIENTE,True,1734,OTRAS ACTIVIDADES,0,0,0,5,2484,15200,0.22,16.34,115.44,3,0
7879,F,C,24,TECNICO,DE FAMILIAR,1,LIMA,3,INDEPENDIENTE,False,925.93,OTRAS ACTIVIDADES,0,1,0,3,1295.67,4368,0.22,29.66,29.38,3,1
7880,F,C,41,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,575,OTRAS ACTIVIDADES,0,0,0,5,1170,3440,0.22,34.01,8.98,2,0
7881,F,S,28,UNIVERSITRARIO,PROPIO,1,SAN MARTIN,4,INDEPENDIENTE,True,361.43,BAZAR,0,1,1,5,1381.43,3840,0.22,35.97,35,2,0
7882,M,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,0,UCAYALI,2,INDEPENDIENTE,False,1030,VENTA DE COMIDAS,0,1,0,3,2790,13000,0.22,21.46,2.56,3,0
7883,M,S,44,MEDIO/SECUNDARIA,PROPIO,1,PIURA,2,INDEPENDIENTE,False,650,OTRAS ACTIVIDADES,0,0,0,3,600,2700,0.22,22.22,30,2,0
7884,M,S,24,MEDIO/SECUNDARIA,ALQUILADO,0,PUNO,1,INDEPENDIENTE,False,1325,VENTA DE COMIDAS,0,0,0,5,2975,7840,0.22,37.94,25.25,1,0
7885,M,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,10,INDEPENDIENTE,False,1745.63,VENTA AL POR MAYOR DE ANIMALES,0,1,0,7,1844.13,5600,0.22,32.93,81.53,1,0
7886,F,S,35,PRIMARIA,PROPIO,2,LORETO,10,INDEPENDIENTE,False,417,VENTA DE PESCADOS Y MARISCOS,0,0,0,8,1587,3320,0.22,47.8,14.45,3,0
7887,F,S,24,PRIMARIA,PROPIO,2,HUANCAVELICA,4,INDEPENDIENTE,False,367.59,BODEGAS,0,0,0,3,818.59,3124,0.22,26.2,49.37,1,0
7888,F,S,25,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,False,1580,BODEGAS,0,0,0,0,1760,7200,0.22,24.44,56.54,1,0
7889,M,S,26,UNIVERSITRARIO,DE FAMILIAR,2,CAJAMARCA,4,INDEPENDIENTE,False,1387.5,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1707.5,6450,0.22,26.47,80.47,1,0
7890,F,S,21,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,20,INDEPENDIENTE,False,445.75,VENTA DE ROPA -TEXTILES,0,0,0,5,1573.05,4560,0.22,34.49,16.14,3,0
7891,F,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,6,INDEPENDIENTE,False,816,VENTA DE ROPA -TEXTILES,0,1,0,2,1506,5240,0.22,28.74,48.18,2,0
7892,M,S,39,MEDIO/SECUNDARIA,PROPIO,0,UCAYALI,16,INDEPENDIENTE,False,476,TRANSPORTE,0,0,0,7,966,1400,0.22,69,30,3,0
7893,F,S,25,MEDIO/SECUNDARIA,DE FAMILIAR,1,APURIMAC,6,INDEPENDIENTE,False,464,VENTA DE VERDURAS Y FRUTAS,0,1,0,5,1074,3200,0.22,33.56,55.78,3,1
7894,M,S,31,PRIMARIA,DE FAMILIAR,2,LA LIBERTAD,3,INDEPENDIENTE,False,512.76,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,0,722.76,2300,0.22,31.42,30,3,0
7895,F,S,54,MEDIO/SECUNDARIA,DE FAMILIAR,2,ANCASH,26,INDEPENDIENTE,False,187.47,BODEGAS,0,0,0,1,972.74,4560,0.22,21.33,18.65,3,0
7896,F,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,4,INDEPENDIENTE,False,816,VENTA DE COMIDAS,0,0,0,1,1846,7180,0.22,25.71,1.81,2,0
7897,M,S,26,OTRO,DE FAMILIAR,0,SAN MARTIN,26,INDEPENDIENTE,False,1420,BODEGAS,0,1,0,5,1420,8400,0.22,16.9,11.9,2,0
7898,F,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,4,INDEPENDIENTE,False,726.85,OTRAS ACTIVIDADES,0,1,0,5,1836.85,8560,0.22,21.45,55.76,3,0
7899,M,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,0,PIURA,2,DEPENDIENTE,False,480,TRANSPORTE,0,1,0,0,550,1050,0.22,52.38,30,2,0
7900,M,S,39,TECNICO,PROPIO,2,LIMA,11,INDEPENDIENTE,False,437.5,ZAPATERIAS,0,1,0,2,1350,2850,0.22,47.36,30,3,0
